Year,Team,G,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2015,Minnesota Timberwolves,82,19805,3373,6933,0.487,697,1897,0.367,2676,5036,0.531,1294,1704,0.759,953,2619,3572,1933,686,449,1243,1751,8737
2014,Chicago Bulls*,82,19930,2867,6660,0.43,538,1532,0.351,2329,5128,0.454,1256,1668,0.753,876,2508,3384,1604,621,490,1178,1714,7528
2014,Indiana Pacers*,82,19780,2850,6785,0.42,538,1561,0.345,2312,5224,0.443,1334,1768,0.755,855,2521,3376,1525,593,378,1120,1793,7572
2014,Memphis Grizzlies*,82,19805,2924,6500,0.45,615,1731,0.355,2309,4769,0.484,1292,1686,0.766,809,2403,3212,1632,591,410,1162,1553,7755
2014,Charlotte Bobcats*,82,19905,3022,6838,0.442,665,1800,0.369,2357,5038,0.468,1251,1649,0.759,785,2766,3551,1718,514,415,1090,1716,7960
2014,Miami Heat*,82,19880,2961,6475,0.457,694,1917,0.362,2267,4558,0.497,1374,1832,0.75,886,2420,3306,1751,667,256,1369,1675,7990
2014,San Antonio Spurs*,82,19755,3096,6976,0.444,529,1500,0.353,2567,5476,0.469,1285,1691,0.76,862,2600,3462,1669,628,379,1137,1585,8006
2014,Toronto Raptors*,82,19955,2957,6573,0.45,568,1578,0.36,2389,4995,0.478,1557,2071,0.752,854,2505,3359,1719,596,352,1224,1815,8039
2014,New York Knicks,82,19855,2934,6401,0.458,713,1921,0.371,2221,4480,0.496,1568,2050,0.765,843,2600,3443,1618,513,277,1193,1611,8149
2014,Washington Wizards*,82,20055,3038,6632,0.458,612,1763,0.347,2426,4869,0.498,1462,1912,0.765,827,2633,3460,1824,631,320,1314,1600,8150
2014,Golden State Warriors*,82,19830,3019,6920,0.436,569,1656,0.344,2450,5264,0.465,1548,2023,0.765,878,2671,3549,1683,649,342,1232,1584,8155
2014,Brooklyn Nets*,82,19880,2980,6511,0.458,662,1802,0.367,2318,4709,0.492,1539,2026,0.76,921,2594,3515,1723,608,337,1296,1704,8161
2014,Oklahoma City Thunder*,82,19805,2984,6842,0.436,705,1968,0.358,2279,4874,0.468,1512,2080,0.727,900,2456,3356,1785,669,296,1248,1672,8185
2014,Boston Celtics,82,19730,3101,6675,0.465,539,1553,0.347,2562,5122,0.5,1517,1993,0.761,871,2596,3467,1813,609,373,1168,1564,8258
2014,Los Angeles Clippers*,82,19755,3068,6958,0.441,595,1791,0.332,2473,5167,0.479,1547,2049,0.755,1011,2575,3586,1908,570,284,1261,1919,8278
2014,Atlanta Hawks*,82,19830,3163,6843,0.462,654,1793,0.365,2509,5050,0.497,1341,1793,0.748,882,2688,3570,1901,672,354,1247,1643,8321
2014,Cleveland Cavaliers,82,19930,3097,6847,0.452,765,2083,0.367,2332,4764,0.49,1365,1803,0.757,841,2648,3489,2037,587,461,1144,1599,8324
2014,Orlando Magic,82,19955,3126,6861,0.456,659,1778,0.371,2467,5083,0.485,1449,1881,0.77,859,2746,3605,1848,581,445,1146,1500,8360
2014,Utah Jazz,82,19780,3138,6639,0.473,599,1591,0.376,2539,5048,0.503,1504,1945,0.773,846,2640,3486,1788,617,401,1034,1673,8379
2014,New Orleans Pelicans,82,19855,3055,6567,0.465,652,1827,0.357,2403,4740,0.507,1637,2176,0.752,881,2538,3419,1845,577,504,1185,1664,8399
2014,Dallas Mavericks*,82,19830,3096,6673,0.464,678,1888,0.359,2418,4785,0.505,1530,2019,0.758,943,2569,3512,1808,635,288,1312,1633,8400
2014,Phoenix Suns,82,19755,3118,6840,0.456,556,1632,0.341,2562,5208,0.492,1621,2115,0.766,926,2586,3512,1664,613,332,1258,1749,8413
2014,Portland Trail Blazers*,82,19855,3248,7203,0.451,534,1504,0.355,2714,5699,0.476,1396,1822,0.766,944,2622,3566,1675,639,304,985,1698,8426
2014,Houston Rockets*,82,19830,3197,7218,0.443,666,1889,0.353,2531,5329,0.475,1395,1844,0.757,977,2439,3416,1821,704,460,1149,1993,8455
2014,Sacramento Kings,82,19830,3103,6734,0.461,696,1833,0.38,2407,4901,0.491,1577,2139,0.737,813,2568,3381,1927,637,459,1116,1897,8479
2014,Milwaukee Bucks,82,19880,3146,6722,0.468,697,1826,0.382,2449,4896,0.5,1511,2011,0.751,961,2608,3569,1870,640,413,1158,1690,8500
2014,Minnesota Timberwolves,82,19855,3321,7048,0.471,663,1820,0.364,2658,5228,0.508,1244,1645,0.756,908,2717,3625,1875,644,457,1346,1936,8549
2014,Detroit Pistons,82,19780,3208,6820,0.47,683,1872,0.365,2525,4948,0.51,1487,1967,0.756,913,2612,3525,2001,670,403,1230,1699,8586
2014,Denver Nuggets,82,19755,3238,7086,0.457,605,1724,0.351,2633,5362,0.491,1654,2168,0.763,930,2665,3595,1843,694,459,1178,1778,8735
2014,Los Angeles Lakers,82,19705,3440,7350,0.468,666,1843,0.361,2774,5507,0.504,1412,1942,0.727,1068,2950,4018,2112,790,387,1164,1580,8958
2014,Philadelphia 76ers,82,19855,3284,6975,0.471,739,1998,0.37,2545,4977,0.511,1705,2261,0.754,976,2871,3847,2144,736,558,1391,1686,9012
2013,Memphis Grizzlies*,82,19805,2748,6312,0.435,504,1489,0.338,2244,4823,0.465,1319,1763,0.748,845,2359,3204,1599,600,450,1268,1643,7319
2013,Indiana Pacers*,81,19590,2797,6657,0.42,440,1344,0.327,2357,5313,0.444,1314,1728,0.76,909,2401,3310,1555,611,459,1096,1777,7348
2013,Chicago Bulls*,82,19830,2906,6565,0.443,453,1309,0.346,2453,5256,0.467,1350,1826,0.739,901,2469,3370,1545,600,477,1123,1609,7615
2013,Los Angeles Clippers*,82,19730,2834,6397,0.443,627,1682,0.373,2207,4715,0.468,1465,1956,0.749,891,2315,3206,1812,606,335,1319,1712,7760
2013,Miami Heat*,82,19880,2919,6633,0.44,624,1783,0.35,2295,4850,0.473,1329,1735,0.766,921,2369,3290,1655,649,262,1280,1673,7791
2013,Brooklyn Nets*,82,19855,3066,6614,0.464,518,1415,0.366,2548,5199,0.49,1148,1571,0.731,878,2336,3214,1756,614,390,1102,1751,7798
2013,Boston Celtics*,81,19840,2926,6639,0.441,550,1610,0.342,2376,5029,0.472,1434,1937,0.74,925,2603,3528,1752,634,378,1239,1574,7836
2013,New York Knicks*,82,19730,2916,6365,0.458,639,1789,0.357,2277,4576,0.498,1378,1821,0.757,824,2591,3415,1580,523,327,1242,1576,7849
2013,Washington Wizards,82,19855,2944,6697,0.44,586,1680,0.349,2358,5017,0.47,1378,1867,0.738,903,2719,3622,1767,639,358,1193,1569,7852
2013,Philadelphia 76ers,82,19755,3017,6643,0.454,549,1574,0.349,2468,5069,0.487,1331,1752,0.76,903,2704,3607,1870,590,396,1175,1331,7914
2013,Oklahoma City Thunder*,82,19830,2966,6972,0.425,610,1761,0.346,2356,5211,0.452,1372,1773,0.774,987,2350,3337,1681,673,322,1212,1698,7914
2013,San Antonio Spurs*,82,19880,3079,6960,0.442,519,1471,0.353,2560,5489,0.466,1246,1639,0.76,912,2577,3489,1756,675,405,1221,1565,7923
2013,Atlanta Hawks*,82,19855,3073,6823,0.45,620,1635,0.379,2453,5188,0.473,1233,1617,0.763,928,2659,3587,1825,689,350,1249,1543,7999
2013,New Orleans Hornets,82,19780,3030,6435,0.471,632,1688,0.374,2398,4747,0.505,1339,1764,0.759,835,2391,3226,1915,648,492,1086,1534,8031
2013,Minnesota Timberwolves,82,19730,3113,6657,0.468,576,1559,0.369,2537,5098,0.498,1243,1652,0.752,871,2583,3454,1832,661,481,1302,1847,8045
2013,Utah Jazz,82,19880,3003,6550,0.458,560,1513,0.37,2443,5037,0.485,1479,1953,0.757,901,2446,3347,1689,640,480,1206,1670,8045
2013,Toronto Raptors,82,19980,2971,6493,0.458,546,1511,0.361,2425,4982,0.487,1604,2148,0.747,877,2544,3421,1796,578,387,1169,1650,8092
2013,Detroit Pistons,82,19805,3056,6655,0.459,604,1676,0.36,2452,4979,0.492,1389,1823,0.762,911,2514,3425,1837,691,472,1126,1630,8105
2013,Golden State Warriors*,82,19805,3051,6954,0.439,657,1896,0.347,2394,5058,0.473,1464,1958,0.748,907,2596,3503,1931,670,399,1110,1571,8223
2013,Milwaukee Bucks*,82,19830,3152,6946,0.454,529,1519,0.348,2623,5427,0.483,1398,1841,0.759,1019,2757,3776,1893,658,362,1310,1567,8231
2013,Portland Trail Blazers,82,19855,3224,6807,0.474,521,1531,0.34,2703,5276,0.512,1286,1690,0.761,901,2578,3479,1944,691,359,1074,1537,8255
2013,Los Angeles Lakers*,82,19755,3253,7180,0.453,613,1718,0.357,2640,5462,0.483,1167,1594,0.732,947,2551,3498,1918,696,396,1061,1891,8286
2013,Denver Nuggets*,82,19905,3121,7025,0.444,687,1894,0.363,2434,5131,0.474,1358,1858,0.731,1020,2391,3411,1936,658,554,1305,1775,8287
2013,Orlando Magic,82,19780,3169,6842,0.463,617,1721,0.359,2552,5121,0.498,1336,1811,0.738,888,2618,3506,1946,592,430,1020,1353,8291
2013,Cleveland Cavaliers,82,19730,3109,6527,0.476,610,1639,0.372,2499,4888,0.511,1469,1987,0.739,889,2563,3452,1963,624,560,1249,1615,8297
2013,Phoenix Suns,82,19805,3181,6771,0.47,568,1464,0.388,2613,5307,0.492,1405,1855,0.757,958,2598,3556,1870,684,421,1258,1511,8335
2013,Dallas Mavericks,82,19980,3067,6890,0.445,642,1789,0.359,2425,5101,0.475,1566,2079,0.753,985,2752,3737,1805,698,340,1202,1547,8342
2013,Houston Rockets*,82,19780,3184,7007,0.454,661,1798,0.368,2523,5209,0.484,1374,1771,0.776,876,2539,3415,1858,693,498,1210,1674,8403
2013,Charlotte Bobcats,82,19805,3185,6762,0.471,716,1847,0.388,2469,4915,0.502,1332,1784,0.747,971,2645,3616,2071,569,565,1152,1746,8418
2013,Sacramento Kings,82,19830,3222,6831,0.472,625,1762,0.355,2597,5069,0.512,1550,1980,0.783,973,2601,3574,2058,624,517,1208,1636,8619
2012,Chicago Bulls*,66,15940,2284,5420,0.421,305,939,0.325,1979,4481,0.442,946,1279,0.74,750,1889,2639,1245,490,343,876,1166,5819
2012,Boston Celtics*,66,15940,2207,5262,0.419,344,1117,0.308,1863,4145,0.449,1138,1498,0.76,781,2070,2851,1233,515,304,1035,1217,5896
2012,Philadelphia 76ers*,66,15915,2263,5302,0.427,357,1070,0.334,1906,4232,0.45,1017,1352,0.752,706,2181,2887,1293,391,316,918,1070,5900
2012,Miami Heat*,66,16040,2285,5267,0.434,479,1318,0.363,1806,3949,0.457,1056,1457,0.725,727,1897,2624,1297,549,280,1107,1356,6105
2012,Memphis Grizzlies*,66,15940,2278,5132,0.444,417,1209,0.345,1861,3923,0.474,1163,1522,0.764,729,1954,2683,1274,518,363,1130,1275,6136
2012,Atlanta Hawks*,66,16165,2380,5366,0.444,391,1137,0.344,1989,4229,0.47,997,1324,0.753,712,2079,2791,1354,494,313,999,1263,6148
2012,Orlando Magic*,66,15965,2372,5287,0.449,414,1192,0.347,1958,4095,0.478,1005,1302,0.772,667,2061,2728,1350,495,273,867,1308,6163
2012,New Orleans Hornets,66,15940,2305,5188,0.444,425,1342,0.317,1880,3846,0.489,1129,1487,0.759,731,1910,2641,1379,523,380,915,1235,6164
2012,Toronto Raptors,66,15965,2234,5130,0.435,401,1224,0.328,1833,3906,0.469,1335,1795,0.744,677,1997,2674,1327,478,322,870,1214,6204
2012,Indiana Pacers*,66,15990,2305,5304,0.435,442,1259,0.351,1863,4045,0.461,1179,1617,0.729,794,1998,2792,1292,433,398,985,1428,6231
2012,New York Knicks*,66,15940,2316,5238,0.442,444,1238,0.359,1872,4000,0.468,1171,1590,0.736,717,2045,2762,1248,536,334,1125,1437,6247
2012,Dallas Mavericks*,66,16065,2347,5390,0.435,473,1368,0.346,1874,4022,0.466,1092,1456,0.75,725,2173,2898,1351,561,265,971,1213,6259
2012,Los Angeles Clippers*,66,15965,2279,5098,0.447,460,1261,0.365,1819,3837,0.474,1251,1678,0.746,712,1914,2626,1368,396,296,966,1401,6269
2012,Detroit Pistons,66,15965,2378,5147,0.462,395,1114,0.355,1983,4033,0.492,1162,1518,0.765,703,1985,2688,1485,563,348,959,1283,6313
2012,Los Angeles Lakers*,66,16065,2492,5703,0.437,443,1274,0.348,2049,4429,0.463,901,1215,0.742,758,1946,2704,1446,556,302,745,1332,6328
2012,San Antonio Spurs*,66,15940,2512,5560,0.452,412,1166,0.353,2100,4394,0.478,932,1233,0.756,680,2039,2719,1291,489,330,906,1244,6368
2012,Oklahoma City Thunder*,66,15990,2405,5629,0.427,421,1231,0.342,1984,4398,0.451,1167,1519,0.768,835,1889,2724,1312,542,321,937,1322,6398
2012,Portland Trail Blazers,66,15965,2476,5349,0.463,442,1217,0.363,2034,4132,0.492,1062,1421,0.747,730,2062,2792,1392,499,314,982,1306,6456
2012,Houston Rockets,66,16065,2474,5427,0.456,369,1136,0.325,2105,4291,0.491,1142,1490,0.766,729,2027,2756,1321,495,340,972,1215,6459
2012,Washington Wizards,66,15865,2422,5352,0.453,426,1216,0.35,1996,4136,0.483,1227,1618,0.758,811,2062,2873,1420,520,300,1004,1231,6497
2012,Phoenix Suns,66,15840,2505,5510,0.455,398,1131,0.352,2107,4379,0.481,1100,1444,0.762,802,2064,2866,1416,526,288,929,1293,6508
2012,Milwaukee Bucks,66,15865,2449,5453,0.449,438,1247,0.351,2011,4206,0.478,1181,1535,0.769,813,2138,2951,1433,499,297,1049,1278,6517
2012,Utah Jazz*,66,16165,2403,5310,0.453,428,1259,0.34,1975,4051,0.488,1302,1727,0.754,728,1988,2716,1355,494,375,968,1366,6536
2012,New Jersey Nets,66,15890,2501,5294,0.472,431,1151,0.374,2070,4143,0.5,1106,1494,0.74,780,2032,2812,1539,525,330,943,1274,6539
2012,Minnesota Timberwolves,66,15940,2572,5656,0.455,406,1195,0.34,2166,4461,0.486,1059,1402,0.755,771,2096,2867,1422,549,377,875,1435,6609
2012,Cleveland Cavaliers,66,15965,2536,5431,0.467,448,1236,0.362,2088,4195,0.498,1095,1464,0.748,752,2073,2825,1527,524,409,917,1381,6615
2012,Charlotte Bobcats,66,15890,2568,5411,0.475,406,1142,0.356,2162,4269,0.506,1115,1486,0.75,778,2193,2971,1537,499,378,890,1341,6657
2012,Golden State Warriors,66,15915,2461,5431,0.453,468,1281,0.365,1993,4150,0.48,1288,1725,0.747,869,2157,3026,1527,499,328,978,1095,6678
2012,Denver Nuggets*,66,16040,2541,5569,0.456,571,1489,0.383,1970,4080,0.483,1029,1356,0.759,730,1928,2658,1528,524,439,1028,1452,6682
2012,Sacramento Kings,66,15915,2668,5609,0.476,439,1236,0.355,2229,4373,0.51,1118,1468,0.762,815,2154,2969,1571,518,423,1014,1313,6893
2011,Boston Celtics*,82,19780,2768,6371,0.434,443,1304,0.34,2325,5067,0.459,1494,1975,0.756,862,2387,3249,1533,574,364,1262,1659,7473
2011,Chicago Bulls*,82,19830,2805,6523,0.43,427,1308,0.326,2378,5215,0.456,1450,1898,0.764,828,2322,3150,1556,568,477,1159,1645,7487
2011,Milwaukee Bucks,82,19830,2834,6342,0.447,437,1309,0.334,2397,5033,0.476,1498,1946,0.77,836,2629,3465,1657,507,392,1245,1694,7603
2011,Orlando Magic*,82,19830,2865,6569,0.436,516,1476,0.35,2349,5093,0.461,1441,1940,0.743,805,2450,3255,1646,606,310,1136,1791,7687
2011,New Orleans Hornets*,82,19830,2882,6306,0.457,557,1562,0.357,2325,4744,0.49,1390,1805,0.77,769,2457,3226,1739,497,396,1192,1674,7711
2011,Miami Heat*,82,19780,2869,6614,0.434,546,1584,0.345,2323,5030,0.462,1473,1980,0.744,864,2349,3213,1651,574,246,1081,1788,7757
2011,Portland Trail Blazers*,82,19805,2904,6218,0.467,529,1440,0.367,2375,4778,0.497,1434,1869,0.767,868,2385,3253,1573,566,339,1286,1743,7771
2011,Los Angeles Lakers*,82,19830,3008,6888,0.437,558,1668,0.335,2450,5220,0.469,1246,1628,0.765,1002,2399,3401,1827,585,372,1116,1700,7820
2011,Atlanta Hawks*,82,19730,3009,6537,0.46,459,1358,0.338,2550,5179,0.492,1380,1782,0.774,839,2488,3327,1751,548,348,1026,1517,7857
2011,Dallas Mavericks*,82,19705,2996,6656,0.45,508,1480,0.343,2488,5176,0.481,1373,1830,0.75,880,2459,3339,1689,623,303,1114,1650,7873
2011,Charlotte Bobcats,82,19805,2956,6492,0.455,577,1609,0.359,2379,4883,0.487,1489,1908,0.78,804,2446,3250,1777,601,496,1082,1730,7978
2011,Philadelphia 76ers*,82,19930,2996,6638,0.451,468,1375,0.34,2528,5263,0.48,1536,1987,0.773,881,2608,3489,1762,583,376,1168,1544,7996
2011,Memphis Grizzlies*,82,19880,2967,6489,0.457,587,1592,0.369,2380,4897,0.486,1482,1948,0.761,905,2387,3292,1724,613,505,1367,1754,8003
2011,San Antonio Spurs*,82,19780,3127,6860,0.456,479,1305,0.367,2648,5555,0.477,1301,1698,0.766,884,2494,3378,1685,567,374,1095,1701,8034
2011,New Jersey Nets,82,20005,3069,6602,0.465,507,1393,0.364,2562,5209,0.492,1589,2115,0.751,849,2575,3424,1824,561,375,1010,1638,8234
2011,Detroit Pistons,82,19880,3110,6405,0.486,523,1461,0.358,2587,4944,0.523,1503,1962,0.766,866,2470,3336,1910,568,381,1160,1545,8246
2011,Indiana Pacers*,82,19780,3071,6837,0.449,511,1423,0.359,2560,5414,0.473,1618,2157,0.75,931,2618,3549,1670,615,467,1143,1758,8271
2011,Oklahoma City Thunder*,82,20005,3123,6823,0.458,482,1335,0.361,2641,5488,0.481,1557,2093,0.744,932,2395,3327,1712,587,356,1152,1767,8285
2011,Utah Jazz,82,19880,2967,6460,0.459,592,1573,0.376,2375,4887,0.486,1777,2285,0.778,925,2426,3351,1700,609,411,1199,1802,8303
2011,Los Angeles Clippers,82,19855,3046,6688,0.455,584,1598,0.365,2462,5090,0.484,1670,2167,0.771,914,2410,3324,1827,659,404,1125,1811,8346
2011,Denver Nuggets*,82,19705,3153,6876,0.459,576,1675,0.344,2577,5201,0.495,1539,2036,0.756,864,2525,3389,1820,611,488,1127,1864,8421
2011,Houston Rockets,82,19880,3266,6979,0.468,448,1250,0.358,2818,5729,0.492,1526,1954,0.781,955,2552,3507,1707,588,449,1125,1754,8506
2011,Cleveland Cavaliers,82,19755,3232,6804,0.475,664,1614,0.411,2568,5190,0.495,1438,1894,0.759,894,2676,3570,1984,619,489,1111,1747,8566
2011,Washington Wizards,82,19930,3174,6741,0.471,560,1500,0.373,2614,5241,0.499,1676,2202,0.761,994,2607,3601,1898,624,413,1293,1662,8584
2011,Sacramento Kings,82,19855,3260,6826,0.478,480,1353,0.355,2780,5473,0.508,1589,2085,0.762,868,2508,3376,1779,666,464,1204,1723,8589
2011,Toronto Raptors,82,19780,3213,6668,0.482,541,1438,0.376,2672,5230,0.511,1672,2175,0.769,912,2457,3369,1854,625,456,1141,1620,8639
2011,Golden State Warriors,82,19830,3173,6788,0.467,567,1586,0.358,2606,5202,0.501,1755,2262,0.776,1051,2623,3674,2029,672,352,1324,1512,8668
2011,New York Knicks*,82,19780,3242,6870,0.472,536,1442,0.372,2706,5428,0.499,1650,2165,0.762,964,2646,3610,1682,586,360,1250,1703,8670
2011,Phoenix Suns,82,20005,3309,7018,0.472,585,1595,0.367,2724,5423,0.502,1481,1964,0.754,985,2647,3632,1890,644,356,1189,1740,8684
2011,Minnesota Timberwolves,82,19780,3230,6902,0.468,639,1707,0.374,2591,5195,0.499,1733,2227,0.778,913,2577,3490,2031,777,447,1183,1717,8832
2010,Charlotte Bobcats*,82,19880,2925,6536,0.448,573,1696,0.338,2352,4840,0.486,1270,1710,0.743,868,2382,3250,1666,614,502,1256,1804,7693
2010,Miami Heat*,82,19880,2813,6408,0.439,524,1531,0.342,2289,4877,0.469,1577,2091,0.754,856,2483,3339,1545,517,355,1184,1639,7727
2010,Portland Trail Blazers*,82,19855,2950,6352,0.464,480,1399,0.343,2470,4953,0.499,1394,1870,0.745,801,2322,3123,1583,485,333,1104,1767,7774
2010,Orlando Magic*,82,19730,2955,6739,0.438,522,1437,0.363,2433,5302,0.459,1380,1830,0.754,800,2481,3281,1550,551,288,1050,1819,7812
2010,Boston Celtics*,82,19780,2880,6390,0.451,470,1375,0.342,2410,5015,0.481,1606,2152,0.746,868,2418,3286,1585,578,386,1283,1777,7836
2010,Cleveland Cavaliers*,82,19780,2935,6633,0.442,524,1511,0.347,2411,5122,0.471,1444,1907,0.757,794,2366,3160,1661,542,325,1045,1708,7838
2010,Milwaukee Bucks*,82,19980,2870,6361,0.451,438,1276,0.343,2432,5085,0.478,1692,2211,0.765,790,2722,3512,1581,573,421,1254,1664,7870
2010,San Antonio Spurs*,82,19780,3025,6691,0.452,412,1200,0.343,2613,5491,0.476,1433,1896,0.756,814,2427,3241,1576,567,417,1032,1672,7895
2010,Los Angeles Lakers*,82,19830,3050,6840,0.446,520,1585,0.328,2530,5255,0.481,1332,1776,0.75,914,2546,3460,1792,573,363,1159,1737,7952
2010,Atlanta Hawks*,82,19855,3048,6623,0.46,480,1392,0.345,2568,5231,0.491,1380,1852,0.745,922,2471,3393,1719,506,359,1135,1582,7956
2010,Oklahoma City Thunder*,82,19805,3007,6718,0.448,481,1414,0.34,2526,5304,0.476,1541,2018,0.764,937,2397,3334,1618,616,384,1238,1755,8036
2010,Utah Jazz*,82,19755,2908,6471,0.449,552,1559,0.354,2356,4912,0.48,1741,2286,0.762,837,2376,3213,1628,632,445,1238,1818,8109
2010,Chicago Bulls*,82,19905,3043,6885,0.442,584,1680,0.348,2459,5205,0.472,1457,1958,0.744,916,2589,3505,1715,578,438,1090,1643,8127
2010,Detroit Pistons,82,19780,2965,6172,0.48,568,1514,0.375,2397,4658,0.515,1630,2124,0.767,814,2420,3234,1898,549,401,1174,1702,8128
2010,Dallas Mavericks*,82,19880,3107,6805,0.457,525,1515,0.347,2582,5290,0.488,1402,1849,0.758,922,2592,3514,1659,563,337,1195,1652,8141
2010,Washington Wizards,82,19830,3083,6664,0.463,528,1466,0.36,2555,5198,0.492,1590,2088,0.761,935,2530,3465,1772,569,415,1115,1684,8284
2010,New Jersey Nets,82,19780,3172,6593,0.481,468,1278,0.366,2704,5315,0.509,1511,2021,0.748,925,2683,3608,1960,638,421,1149,1647,8323
2010,Philadelphia 76ers,82,19805,3105,6573,0.472,606,1542,0.393,2499,5031,0.497,1518,1983,0.766,888,2470,3358,1810,621,332,1189,1534,8334
2010,Los Angeles Clippers,82,19705,3193,6792,0.47,529,1457,0.363,2664,5335,0.499,1455,1910,0.762,879,2490,3369,1926,686,363,1059,1588,8370
2010,Denver Nuggets*,82,19780,3088,6766,0.456,523,1498,0.349,2565,5268,0.487,1695,2207,0.768,955,2513,3468,1723,578,438,1235,1943,8394
2010,New Orleans Hornets,82,19830,3250,6730,0.483,539,1517,0.355,2711,5213,0.52,1383,1841,0.751,870,2586,3456,1925,574,367,1177,1597,8422
2010,Houston Rockets,82,19905,3236,6810,0.475,489,1344,0.364,2747,5466,0.503,1464,1917,0.764,875,2632,3507,1716,597,532,1207,1840,8425
2010,Indiana Pacers,82,19705,3113,6875,0.453,510,1405,0.363,2603,5470,0.476,1774,2346,0.756,969,2852,3821,1694,654,414,1227,1709,8510
2010,Memphis Grizzlies,82,19905,3277,6849,0.478,572,1618,0.354,2705,5231,0.517,1402,1858,0.755,907,2349,3256,1875,635,501,1165,1840,8528
2010,Sacramento Kings,82,19880,3199,6828,0.469,497,1391,0.357,2702,5437,0.497,1663,2149,0.774,909,2538,3447,1683,586,468,1120,1650,8558
2010,Phoenix Suns*,82,19730,3235,7165,0.452,561,1582,0.355,2674,5583,0.479,1606,2114,0.76,1081,2391,3472,1704,646,365,1065,1789,8637
2010,Toronto Raptors,82,19780,3194,6824,0.468,609,1665,0.366,2585,5159,0.501,1683,2146,0.784,933,2453,3386,1889,580,360,1040,1730,8680
2010,New York Knicks,82,19880,3352,6902,0.486,553,1571,0.352,2799,5331,0.525,1429,1896,0.754,959,2724,3683,1723,585,368,1182,1576,8686
2010,Minnesota Timberwolves,82,19780,3343,6961,0.48,618,1690,0.366,2725,5271,0.517,1534,1981,0.774,917,2640,3557,2103,721,442,1173,1686,8838
2010,Golden State Warriors,82,19730,3409,7033,0.485,567,1514,0.375,2842,5519,0.515,1832,2390,0.767,1100,2842,3942,1979,645,407,1442,1757,9217
